team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,department_finishing ,actual_productivity,day,quarter_num,department,idle_time?,idle_men?
10,0.8,22.52,1116.0,6720,93,0.0,0,0,56,0,0.920236905,Saturday,5,sweing,False,False
5,0.35,27.48,413.0,6840,38,0.0,0,1,57,0,0.449964912,Thursday,4,sweing,False,False
8,0.65,15.09,976.0,240,23,0.0,0,0,52,0,0.6503071429999999,Tuesday,4,sweing,False,False
2,0.75,3.9,0.0,1920,0,0.0,0,0,8,0,0.8192708329999999,Wednesday,2,finishing,False,False
7,0.7,30.1,957.0,7200,0,0.0,0,1,60,0,0.602,Saturday,2,sweing,False,False
12,0.75,15.26,1429.0,3600,45,0.0,0,0,35,0,0.7502833329999999,Wednesday,4,sweing,False,False
3,0.8,4.6,0.0,0,1440,0.0,0,0,12,0,0.795416667,Monday,2,finishing,False,False
12,0.7,4.15,0.0,1080,0,0.0,0,0,9,1,0.823555556,Tuesday,4,finishing,False,False
2,0.7,30.33,746.0,6840,0,0.0,0,1,57,0,0.7006052629999999,Sunday,4,sweing,False,False
5,0.8,30.1,450.0,7140,50,0.0,0,0,60,0,0.800137255,Tuesday,4,sweing,False,False
10,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.64025,Wednesday,3,finishing,False,False
1,0.8,26.16,1138.0,7080,63,0.0,0,0,59,0,0.8003186440000001,Monday,1,sweing,False,False
11,0.35,28.08,749.0,10260,23,0.0,0,0,57,0,0.350066986,Monday,4,sweing,False,False
11,0.8,31.83,568.0,9900,40,0.0,0,0,55,0,0.412119835,Wednesday,1,sweing,False,False
2,0.7,3.9,0.0,960,0,0.0,0,0,8,0,0.741,Tuesday,2,finishing,False,False
10,0.8,3.94,0.0,2400,0,0.0,0,0,10,0,0.7332777779999999,Thursday,3,finishing,False,False
12,0.8,15.26,1103.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Sunday,4,sweing,False,False
6,0.8,11.41,887.0,5490,50,0.0,0,0,31,0,0.8003437659999999,Saturday,2,sweing,False,False
6,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.4108333329999999,Wednesday,4,finishing,False,False
5,0.8,30.1,450.0,5700,0,4.5,25,0,60,0,0.307501459,Sunday,4,sweing,True,True
10,0.7,22.52,1002.0,10080,40,0.0,0,0,56,0,0.7000941559999999,Sunday,3,sweing,False,False
5,0.7,4.15,0.0,2400,0,0.0,0,0,8,1,0.758173077,Wednesday,3,finishing,False,False
10,0.7,21.82,1251.0,6000,30,0.0,0,0,50,0,0.700422,Saturday,1,sweing,False,False
9,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.453125,Thursday,1,finishing,False,False
5,0.7,42.41,724.0,10260,0,0.0,0,0,57,0,0.233705476,Thursday,2,sweing,False,False
11,0.8,11.41,313.0,3420,50,0.0,0,0,58,0,0.800034503,Sunday,2,sweing,False,False
12,0.8,15.26,959.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Thursday,1,sweing,False,False
5,0.8,30.1,461.0,0,0,0.0,0,0,59,0,0.800980392,Monday,3,sweing,False,False
2,0.8,22.52,1557.0,0,90,0.0,0,0,58,0,1.000344928,Wednesday,2,sweing,False,False
11,0.8,4.15,0.0,1440,0,0.0,0,0,8,1,0.601278409,Tuesday,2,finishing,False,False
11,0.75,2.9,0.0,5640,0,0.0,0,0,17,1,0.987880435,Saturday,1,finishing,False,False
8,0.65,4.15,0.0,960,0,0.0,0,0,8,1,0.553333333,Wednesday,4,finishing,False,False
7,0.7,3.94,0.0,1200,0,0.0,0,0,10,0,0.715766667,Saturday,1,finishing,False,False
12,0.8,4.6,0.0,1080,0,0.0,0,0,9,0,0.92,Tuesday,2,finishing,False,False
11,0.8,11.41,338.0,3420,50,0.0,0,0,58,0,0.800034503,Tuesday,2,sweing,False,False
2,0.65,3.9,0.0,1920,0,0.0,0,0,8,0,0.528125,Saturday,1,finishing,False,False
1,0.35,26.66,1164.0,6600,23,0.0,0,2,55,0,0.378895152,Thursday,4,sweing,False,False
9,0.8,26.16,1093.0,10620,75,0.0,0,0,59,0,0.850502311,Monday,2,sweing,False,False
12,0.8,15.26,1132.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Monday,2,sweing,False,False
4,0.8,3.94,0.0,12600,0,0.0,0,0,20,1,0.919905405,Thursday,2,finishing,False,False
5,0.7,20.79,1297.0,10440,0,0.0,0,0,58,0,0.526810345,Tuesday,2,sweing,False,False
2,0.8,3.94,0.0,2160,0,0.0,0,0,18,0,1.057962963,Monday,2,finishing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.656666667,Thursday,2,finishing,False,False
5,0.7,30.1,687.0,7500,0,0.0,0,0,59,0,0.545657673,Saturday,1,sweing,False,False
7,0.8,25.9,1150.0,10170,70,0.0,0,0,57,0,0.900144811,Wednesday,2,sweing,False,False
5,0.75,4.15,0.0,240,0,0.0,0,0,2,0,0.760833333,Sunday,3,finishing,False,False
12,0.8,15.26,1029.0,2040,50,0.0,0,0,35,0,0.800259023,Tuesday,1,sweing,False,False
8,0.65,4.15,0.0,960,0,0.0,0,0,8,1,0.877552083,Thursday,5,finishing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.899111111,Saturday,1,finishing,False,False
9,0.75,18.79,1085.0,6240,56,0.0,0,1,52,0,0.970816667,Wednesday,4,sweing,False,False
8,0.7,30.1,7.0,7080,27,2.0,10,2,59,0,0.621971751,Monday,3,sweing,True,True
9,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8581439390000001,Tuesday,1,finishing,False,False
12,0.75,4.08,0.0,1080,0,0.0,0,0,9,1,0.6346666670000001,Thursday,5,finishing,False,False
7,0.8,4.6,0.0,3360,0,0.0,0,0,8,0,0.350416667,Sunday,1,finishing,False,False
10,0.6,22.52,1076.0,10170,23,0.0,0,0,57,0,0.600291767,Thursday,3,sweing,False,False
4,0.75,5.13,0.0,960,0,0.0,0,0,8,0,0.656666667,Tuesday,3,finishing,False,False
12,0.8,15.26,1065.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Thursday,4,sweing,False,False
4,0.75,4.3,0.0,2160,0,0.0,0,0,12,1,0.963699495,Monday,4,finishing,False,False
5,0.65,4.15,0.0,2700,0,0.0,0,0,15,1,0.98719697,Saturday,3,finishing,False,False
3,0.5,22.52,1102.0,10170,30,0.0,0,0,57,0,0.660683293,Thursday,3,sweing,False,False
8,0.7,30.48,923.0,6840,30,0.0,0,1,57,0,0.7005052629999999,Tuesday,2,sweing,False,False
4,0.75,26.82,1079.0,7020,65,0.0,0,0,58,0,0.850446154,Monday,2,sweing,False,False
12,0.8,15.26,1026.0,2880,63,0.0,0,0,34,0,0.8003552079999999,Sunday,2,sweing,False,False
11,0.65,12.52,1004.0,9540,44,0.0,0,0,53,0,0.64998056,Monday,2,sweing,False,False
11,0.5,2.9,0.0,960,0,0.0,0,0,8,1,0.259375,Wednesday,4,finishing,False,False
11,0.7,11.41,653.0,3480,30,0.0,0,2,58,0,0.7005404409999999,Thursday,3,sweing,False,False
2,0.8,3.94,0.0,1800,0,0.0,0,0,15,1,0.902222222,Wednesday,4,finishing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.955151515,Monday,2,finishing,False,False
8,0.7,4.15,0.0,960,0,0.0,0,0,8,0,0.605208333,Sunday,3,finishing,False,False
8,0.35,4.15,0.0,1440,0,0.0,0,0,12,0,0.994375,Wednesday,2,finishing,False,False
1,0.8,3.94,0.0,1200,0,0.0,0,0,10,0,0.893066667,Sunday,2,finishing,False,False
12,0.8,4.6,0.0,1800,0,0.0,0,0,15,0,0.8995555559999999,Wednesday,4,finishing,False,False
4,0.8,4.3,0.0,1440,0,0.0,0,0,12,1,0.8450694440000001,Sunday,1,finishing,False,False
7,0.7,30.1,784.0,600,30,0.0,0,1,59,0,0.7004598890000001,Monday,3,sweing,False,False
11,0.75,4.15,0.0,960,0,0.0,0,0,8,1,0.3458333329999999,Sunday,1,finishing,False,False
6,0.8,11.61,1084.0,4950,38,0.0,0,0,32,0,0.80003139,Thursday,3,sweing,False,False
9,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.964106061,Monday,3,finishing,False,False
12,0.8,4.6,0.0,1080,0,0.0,0,0,9,0,0.945555556,Sunday,2,finishing,False,False
2,0.8,22.52,1396.0,6900,113,0.0,0,0,58,0,1.0006713040000002,Sunday,1,sweing,False,False
3,0.75,28.08,795.0,6900,45,0.0,0,0,58,0,0.753683478,Thursday,1,sweing,False,False
7,0.65,22.52,1295.0,10170,26,0.0,0,0,57,0,0.650416734,Saturday,4,sweing,False,False
10,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.8096401520000001,Tuesday,1,finishing,False,False
1,0.6,26.66,1578.0,6840,38,0.0,0,0,57,0,0.700019883,Sunday,1,sweing,False,False
9,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8581439390000001,Tuesday,2,finishing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.880530303,Monday,2,finishing,False,False
4,0.7,3.94,0.0,960,0,0.0,0,0,8,0,0.664875,Saturday,1,finishing,False,False
4,0.8,22.52,340.0,5460,63,0.0,0,0,57,0,0.800434622,Tuesday,1,sweing,False,False
5,0.7,20.4,1404.0,10440,50,0.0,0,0,58,0,0.750344828,Wednesday,3,sweing,False,False
6,0.8,2.9,0.0,900,0,0.0,0,0,5,1,0.465757576,Saturday,3,finishing,False,False
10,0.7,2.9,0.0,960,0,0.0,0,0,8,0,0.441041667,Sunday,2,finishing,False,False
11,0.8,4.15,0.0,1260,0,0.0,0,0,7,1,0.313852814,Saturday,3,finishing,False,False
2,0.8,3.94,0.0,1260,0,0.0,0,0,8,1,0.247316017,Wednesday,2,finishing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.838666667,Thursday,2,finishing,False,False
8,0.75,4.6,0.0,3360,0,0.0,0,0,8,0,0.8136111109999999,Sunday,1,finishing,False,False
4,0.75,4.3,0.0,2160,0,0.0,0,0,12,1,0.651515152,Saturday,4,finishing,False,False
6,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.610208333,Sunday,2,finishing,False,False
9,0.7,29.12,1170.0,6960,53,0.0,0,0,58,0,0.850170115,Thursday,5,sweing,False,False
10,0.7,21.82,1576.0,6000,30,0.0,0,0,50,0,0.700422,Monday,2,sweing,False,False
7,0.8,25.9,1050.0,10170,60,0.0,0,0,57,0,0.850136766,Thursday,2,sweing,False,False
5,0.7,3.94,0.0,1440,0,0.0,0,0,12,0,0.75885,Wednesday,2,finishing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,12,0,0.7962083329999999,Saturday,2,finishing,False,False
8,0.5,30.1,1061.0,6960,30,0.0,0,1,58,0,0.393548851,Tuesday,2,sweing,False,False
6,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.597348485,Sunday,2,finishing,False,False
11,0.6,11.41,1039.0,2280,23,0.0,0,2,55,0,0.600447507,Saturday,2,sweing,False,False
9,0.8,29.12,1073.0,6960,50,0.0,0,0,58,0,0.7999632179999999,Monday,2,sweing,False,False
2,0.8,22.52,1559.0,6840,90,0.0,0,0,57,0,1.000230409,Wednesday,4,sweing,False,False
8,0.7,5.13,0.0,960,0,0.0,0,0,8,0,0.58,Wednesday,3,finishing,False,False
3,0.8,19.87,963.0,9900,50,0.0,0,0,55,0,0.8002738290000001,Tuesday,1,sweing,False,False
12,0.7,4.08,0.0,1620,0,0.0,0,0,9,1,0.769292929,Monday,4,finishing,False,False
2,0.8,28.08,737.0,10530,63,0.0,0,0,59,0,0.8,Monday,2,sweing,False,False
10,0.5,22.4,947.0,3390,23,0.0,0,0,57,0,0.4999803339999999,Wednesday,2,sweing,False,False
1,0.8,3.94,0.0,1200,0,0.0,0,0,10,0,0.870083333,Saturday,1,finishing,False,False
10,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.8865,Sunday,1,finishing,False,False
8,0.8,2.9,0.0,2400,0,0.0,0,0,8,1,0.594871795,Wednesday,3,finishing,False,False
9,0.8,29.12,909.0,6960,50,0.0,0,0,58,0,0.7999632179999999,Sunday,2,sweing,False,False
7,0.7,5.13,0.0,960,0,0.0,0,0,8,0,0.3564583329999999,Monday,4,finishing,False,False
1,0.8,22.52,1615.0,6780,88,0.0,0,0,57,0,0.900135693,Sunday,2,sweing,False,False
1,0.8,3.94,0.0,1200,0,0.0,0,0,10,0,0.962016667,Monday,2,finishing,False,False
1,0.5,3.94,0.0,3360,0,0.0,0,0,8,0,0.768847222,Saturday,4,finishing,False,False
8,0.7,38.09,336.0,6240,0,0.0,0,0,52,0,0.4676932689999999,Wednesday,4,sweing,False,False
4,0.8,3.94,0.0,3600,0,0.0,0,0,20,1,0.925643939,Sunday,2,finishing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8171022729999999,Saturday,2,finishing,False,False
11,0.75,10.05,103.0,0,45,0.0,0,0,54,0,0.750648148,Monday,2,sweing,False,False
7,0.6,23.54,958.0,6600,0,0.0,0,0,55,0,0.285333333,Wednesday,4,sweing,False,False
11,0.8,2.9,0.0,2400,0,0.0,0,0,10,0,0.874027778,Wednesday,2,finishing,False,False
8,0.8,25.9,1177.0,8970,60,0.0,0,0,57,0,0.8504156279999999,Thursday,3,sweing,False,False
4,0.35,4.3,0.0,2700,0,0.0,0,0,8,1,0.908080808,Wednesday,2,finishing,False,False
4,0.8,3.94,0.0,6000,0,0.0,0,0,20,1,0.911589744,Saturday,2,finishing,False,False
4,0.8,22.52,1106.0,6780,60,0.0,0,0,57,0,0.850312684,Tuesday,4,sweing,False,False
5,0.8,4.6,0.0,7560,0,0.0,0,0,18,0,0.921604938,Saturday,4,finishing,False,False
6,0.8,11.61,1072.0,5760,50,0.0,0,0,32,0,0.8003863640000001,Monday,4,sweing,False,False
11,0.8,11.61,1005.0,7080,50,0.0,0,0,30,0,0.8002372879999999,Saturday,1,sweing,False,False
3,0.8,19.87,941.0,9900,0,0.0,0,0,55,0,0.8002738290000001,Monday,2,sweing,False,False
1,0.75,3.94,0.0,0,960,0.0,0,0,8,0,0.794566667,Monday,2,finishing,False,False
11,0.65,3.94,0.0,600,0,0.0,0,0,5,1,0.971866667,Saturday,5,finishing,False,False
10,0.75,3.94,0.0,3780,0,0.0,0,0,21,1,0.997792208,Monday,4,finishing,False,False
7,0.7,24.26,148.0,6960,0,0.0,0,0,58,0,0.3555344829999999,Sunday,2,sweing,False,False
2,0.7,16.1,957.0,5400,40,0.0,0,1,45,0,0.700051852,Tuesday,2,sweing,False,False
5,0.65,27.48,544.0,6720,34,0.0,0,0,56,0,0.7009035709999999,Monday,1,sweing,False,False
6,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.6283333329999999,Tuesday,2,finishing,False,False
6,0.8,11.61,916.0,5760,75,0.0,0,0,89,0,0.850410511,Wednesday,3,sweing,False,False
1,0.75,22.94,1871.0,6960,55,0.0,0,0,58,0,0.800263218,Tuesday,4,sweing,False,False
3,0.8,22.52,1063.0,6840,100,0.0,0,0,57,0,0.950185965,Thursday,1,sweing,False,False
4,0.75,30.1,481.0,7140,0,0.0,0,1,59,0,0.7503921570000001,Saturday,2,sweing,False,False
9,0.75,18.79,290.0,5040,45,0.0,0,0,52,0,0.750347333,Wednesday,2,sweing,False,False
10,0.8,22.52,1142.0,6720,88,0.0,0,0,56,0,0.900129762,Saturday,1,sweing,False,False
7,0.8,4.6,0.0,6000,0,0.0,0,0,25,0,0.825444444,Saturday,1,finishing,False,False
10,0.7,4.15,0.0,960,0,0.0,0,0,8,1,0.7018125,Saturday,1,finishing,False,False
7,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.676666667,Monday,1,finishing,False,False
3,0.8,4.6,0.0,1800,0,0.0,0,0,15,0,0.810111111,Thursday,1,finishing,False,False
2,0.7,30.33,408.0,1680,30,0.0,0,1,59,0,0.700623,Tuesday,4,sweing,False,False
9,0.6,3.94,0.0,1440,0,0.0,0,0,8,1,0.261174242,Saturday,4,finishing,False,False
8,0.8,2.9,0.0,1620,0,0.0,0,0,9,1,0.910521886,Saturday,4,finishing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.639867424,Tuesday,3,finishing,False,False
1,0.75,26.82,1322.0,7140,65,0.0,0,0,59,0,0.8504268909999999,Monday,2,sweing,False,False
7,0.65,3.94,0.0,2520,0,0.0,0,0,14,1,0.749188312,Sunday,4,finishing,False,False
5,0.7,50.89,282.0,5880,56,0.0,0,0,59,0,0.656763743,Saturday,5,sweing,False,False
2,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.578314394,Saturday,4,finishing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,1.02,Wednesday,2,finishing,False,False
9,0.75,18.79,1239.0,5640,45,0.0,0,0,52,0,0.750371895,Sunday,2,sweing,False,False
6,0.6,2.9,0.0,1200,0,0.0,0,0,10,1,0.314166667,Sunday,1,finishing,False,False
8,0.8,26.16,1108.0,7080,98,0.0,0,0,59,0,0.940725424,Thursday,1,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.7715833329999999,Saturday,1,finishing,False,False
4,0.35,4.3,0.0,3240,0,0.0,0,0,18,1,0.942213805,Monday,2,finishing,False,False
12,0.8,11.61,548.0,15120,63,0.0,0,0,32,0,0.800107143,Thursday,2,sweing,False,False
10,0.7,21.82,1334.0,5760,30,0.0,0,0,53,0,0.700058333,Wednesday,1,sweing,False,False
11,0.7,27.13,530.0,9540,37,0.0,0,0,53,0,0.582301029,Tuesday,2,sweing,False,False
6,0.8,11.41,1140.0,5490,63,0.0,0,0,31,0,0.8003437659999999,Sunday,3,sweing,False,False
1,0.8,3.94,0.0,1200,0,0.0,0,0,10,0,0.929183333,Wednesday,1,finishing,False,False
9,0.75,2.9,0.0,1800,0,0.0,0,0,15,0,0.505888889,Wednesday,2,finishing,False,False
2,0.8,22.52,1263.0,6900,100,0.0,0,0,58,0,1.05028058,Wednesday,1,sweing,False,False
5,0.65,4.15,0.0,1440,0,0.0,0,0,15,1,0.864583333,Wednesday,2,finishing,False,False
5,0.75,30.1,855.0,7020,45,0.0,0,0,58,0,0.750356125,Tuesday,2,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.947689394,Thursday,2,finishing,False,False
7,0.8,48.84,1040.0,10260,30,0.0,0,0,57,0,0.576460393,Monday,3,sweing,False,False
9,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.4078125,Saturday,4,finishing,False,False
11,0.75,19.31,513.0,6480,45,0.0,0,0,54,0,0.7503484570000001,Sunday,1,sweing,False,False
4,0.7,22.52,882.0,10170,50,0.0,0,0,57,0,0.7005416999999999,Sunday,3,sweing,False,False
7,0.7,3.94,0.0,960,0,0.0,0,0,8,0,0.779791667,Wednesday,1,finishing,False,False
7,0.8,30.1,934.0,6960,0,3.5,15,0,58,0,0.579511494,Sunday,1,sweing,True,True
3,0.8,4.6,0.0,1440,0,0.0,0,0,12,0,0.8113888890000001,Tuesday,4,finishing,False,False
4,0.8,30.1,922.0,5820,63,0.0,0,1,59,0,0.80000295,Sunday,4,sweing,False,False
5,0.7,20.4,1480.0,10440,40,0.0,0,0,58,0,0.7002507840000001,Thursday,4,sweing,False,False
3,0.8,22.52,1124.0,6840,100,0.0,0,0,57,0,0.950185965,Sunday,1,sweing,False,False
4,0.8,22.52,1444.0,6900,88,0.0,0,0,58,0,0.9008,Thursday,5,sweing,False,False
1,0.8,26.16,1335.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Saturday,2,sweing,False,False
8,0.7,4.15,0.0,960,0,0.0,0,0,8,0,0.725625,Saturday,2,finishing,False,False
12,0.8,15.26,1095.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Wednesday,3,sweing,False,False
10,0.7,21.25,1531.0,6000,0,0.0,0,1,50,0,0.456875,Sunday,4,sweing,False,False
11,0.75,19.31,590.0,9900,45,0.0,0,0,55,0,0.7500578509999999,Tuesday,1,sweing,False,False
3,0.7,30.1,1041.0,8160,33,0.0,0,2,58,0,0.6265777779999999,Sunday,4,sweing,False,False
2,0.8,22.52,1300.0,6780,113,0.0,0,0,57,0,1.000446018,Thursday,1,sweing,False,False
3,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.895454545,Saturday,4,finishing,False,False
6,0.75,18.79,1003.0,3960,45,0.0,0,1,33,0,0.75065101,Wednesday,4,sweing,False,False
8,0.65,4.15,0.0,960,0,0.0,0,0,8,1,1.0115625,Sunday,1,finishing,False,False
10,0.8,22.52,1175.0,6720,60,0.0,0,0,56,0,0.850532143,Wednesday,4,sweing,False,False
3,0.8,30.1,1278.0,3360,50,0.0,0,1,57,0,0.8005110679999999,Sunday,2,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.54175,Wednesday,2,finishing,False,False
2,0.4,3.9,0.0,6300,0,0.0,0,0,15,0,0.567377778,Tuesday,1,finishing,False,False
12,0.8,4.6,0.0,1080,0,0.0,0,0,9,0,0.885925926,Wednesday,1,finishing,False,False
11,0.5,12.52,749.0,9540,38,0.0,0,0,53,0,0.673245283,Saturday,2,sweing,False,False
2,0.8,5.13,0.0,960,0,0.0,0,0,8,0,0.36871875,Monday,4,finishing,False,False
9,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8581439390000001,Wednesday,2,finishing,False,False
11,0.8,11.41,601.0,0,50,0.0,0,0,56,0,0.8007017540000001,Tuesday,1,sweing,False,False
9,0.7,18.79,1068.0,3000,30,0.0,0,1,52,0,0.700256795,Tuesday,4,sweing,False,False
9,0.8,54.56,757.0,4140,29,0.0,0,0,58,0,0.520237649,Wednesday,3,sweing,False,False
9,0.75,2.9,0.0,0,3600,0.0,0,0,15,0,0.841,Monday,2,finishing,False,False
10,0.7,21.82,1448.0,6120,40,0.0,0,1,51,0,0.700236601,Saturday,4,sweing,False,False
3,0.75,29.4,1172.0,5340,45,0.0,0,2,60,0,0.7501769909999999,Tuesday,4,sweing,False,False
3,0.8,4.6,0.0,6300,0,0.0,0,0,15,0,0.902962963,Tuesday,1,finishing,False,False
3,0.75,4.15,0.0,1560,0,0.0,0,0,8,1,0.991388889,Sunday,1,finishing,False,False
6,0.7,2.9,0.0,720,0,0.0,0,0,6,0,0.394722222,Wednesday,2,finishing,False,False
4,0.8,3.94,0.0,3840,0,0.0,0,0,16,1,0.893663194,Monday,1,finishing,False,False
7,0.7,3.94,0.0,1200,0,0.0,0,0,10,0,0.8471,Thursday,1,finishing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8357575759999999,Thursday,2,finishing,False,False
3,0.8,22.52,1060.0,6840,100,0.0,0,0,57,0,0.950185965,Saturday,1,sweing,False,False
9,0.7,18.79,1587.0,4560,30,0.0,0,1,51,0,0.70009573,Wednesday,3,sweing,False,False
11,0.8,4.15,0.0,900,0,0.0,0,0,5,1,0.5156060610000001,Thursday,2,finishing,False,False
10,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.385791667,Sunday,4,finishing,False,False
8,0.8,25.9,1233.0,10170,60,0.0,0,0,57,0,0.850136766,Monday,2,sweing,False,False
11,0.7,14.89,1735.0,10260,50,0.0,0,0,57,0,0.700170388,Wednesday,3,sweing,False,False
11,0.7,11.41,680.0,2160,30,0.0,0,2,54,0,0.5659722220000001,Monday,3,sweing,False,False
4,0.7,4.15,0.0,1800,0,0.0,0,0,15,0,1.096633333,Thursday,2,finishing,False,False
9,0.8,29.12,829.0,6960,50,0.0,0,0,58,0,0.7999632179999999,Saturday,1,sweing,False,False
3,0.8,22.52,813.0,0,88,0.0,0,0,57,0,0.90047076,Tuesday,2,sweing,False,False
10,0.75,22.52,1413.0,10080,69,0.0,0,0,56,0,0.800020563,Sunday,4,sweing,False,False
9,0.8,29.12,14.0,6960,0,0.0,0,0,58,0,0.497885057,Thursday,2,sweing,False,False
9,0.75,29.12,1070.0,6960,34,0.0,0,0,58,0,0.7505931029999999,Tuesday,1,sweing,False,False
4,0.8,30.1,891.0,7140,38,0.0,0,1,59,0,0.800137255,Monday,4,sweing,False,False
10,0.8,22.52,1088.0,6720,88,0.0,0,0,56,0,0.900129762,Thursday,5,sweing,False,False
4,0.8,4.3,0.0,1440,0,0.0,0,0,12,1,0.7226388890000001,Wednesday,4,finishing,False,False
